Area,Point Order,Polygon ID,Latitude,Longitude
Sentosa,0.140300000,60,1.260038717,103.808752327
Sentosa,0.140400000,60,1.260052579,103.808764131
Sentosa,0.140500000,60,1.260044658,103.808813320
Sentosa,0.140600000,60,1.260030797,103.808850702
Sentosa,0.140700000,60,1.259975349,103.808901859
Sentosa,0.140800000,60,1.259917921,103.808964819
Sentosa,0.140900000,60,1.259880296,103.809053359
Sentosa,0.141000000,60,1.259854553,103.809120255
Sentosa,0.141100000,60,1.259832770,103.809193053
Sentosa,0.141200000,60,1.259824850,103.809279624
Sentosa,0.141300000,60,1.259809009,103.809466539
Sentosa,0.141400000,60,1.259791187,103.809592461
Sentosa,0.141500000,60,1.259767426,103.809726252
Sentosa,0.141600000,60,1.259678313,103.809850207
Sentosa,0.141700000,60,1.259624846,103.810003674
Sentosa,0.141800000,60,1.259626827,103.810074505
Sentosa,0.141900000,60,1.259628808,103.810159108
Sentosa,0.142000000,60,1.259616928,103.810320446
Sentosa,0.142100000,60,1.259595146,103.810491620
Sentosa,0.142200000,60,1.259077162,103.812302880
Sentosa,0.142300000,60,1.259046434,103.812419577
Sentosa,0.142400000,60,1.259025881,103.812493708
Sentosa,0.142500000,60,1.259030966,103.812533205
Sentosa,0.142600000,60,1.259038193,103.812560490
Sentosa,0.142700000,60,1.259049345,103.812598446
Sentosa,0.142800000,60,1.259056903,103.812622229
Sentosa,0.142900000,60,1.259079379,103.812648280
Sentosa,0.143000000,60,1.259100231,103.812673251
Sentosa,0.143100000,60,1.259090502,103.812793116
Sentosa,0.143200000,60,1.259078381,103.813027014
Sentosa,0.143300000,60,1.259075011,103.813214185
Sentosa,0.143400000,60,1.259084023,103.813363326
Sentosa,0.143500000,60,1.259082039,103.813555426
Sentosa,0.143600000,60,1.259076781,103.813803199
Sentosa,0.1437,60,1.259061979,103.814041603
Sentosa,0.1438,60,1.259050424,103.814146246
Sentosa,0.1439,60,1.259033875,103.814246877
Sentosa,0.144,60,1.259006545,103.814357449
Sentosa,0.1441,60,1.258977343,103.814457260
Sentosa,0.1442,60,1.258956041,103.814519324
Sentosa,0.1443,60,1.258941807,103.814555315
Sentosa,0.1444,60,1.258917112,103.814579699
Sentosa,0.1445,60,1.258884852,103.814622980
Sentosa,0.1446,60,1.258831286,103.814727426
Sentosa,0.1447,60,1.258827910,103.814735400
Sentosa,0.1448,60,1.258831200,103.814738815
Sentosa,0.1449,60,1.258914077,103.814818487
Sentosa,0.145,60,1.259126297,103.815069544
Sentosa,0.1451,60,1.259293190,103.815293924
Sentosa,0.1452,60,1.259366055,103.815400516
Sentosa,0.1453,60,1.259514373,103.815675700
Sentosa,0.1454,60,1.259607696,103.815857472
Sentosa,0.1455,60,1.259745903,103.816146465
Sentosa,0.1456,60,1.259781589,103.816239454
Sentosa,0.1457,60,1.259847664,103.816434561
Sentosa,0.1458,60,1.259998534,103.817023035
Sentosa,0.1459,60,1.260002540,103.817108251
Sentosa,0.146,60,1.260002542,103.817350522
Sentosa,0.1461,60,1.259977646,103.817469371
Sentosa,0.1462,60,1.259952154,103.817508777
Sentosa,0.1463,60,1.259951458,103.817511881
Sentosa,0.1464,60,1.259950090,103.817511968
Sentosa,0.1465,60,1.259902824,103.817585032
Sentosa,0.1466,60,1.259925479,103.817614458
Sentosa,0.1467,60,1.259937811,103.817630476
Sentosa,0.1468,60,1.259971904,103.817688093
Sentosa,0.1469,60,1.259986595,103.817743558
Sentosa,0.147,60,1.260021853,103.817889517
Sentosa,0.1471,60,1.260007164,103.818009203
Sentosa,0.1472,60,1.259991277,103.818085017
Sentosa,0.1473,60,1.259991627,103.818092194
Sentosa,0.1474,60,1.259966499,103.818143063
Sentosa,0.1475,60,1.259950579,103.818180355
Sentosa,0.1476,60,1.259936314,103.818225872
Sentosa,0.1477,60,1.259916083,103.818301121
Sentosa,0.1478,60,1.259896506,103.818332129
Sentosa,0.1479,60,1.259867841,103.818377530
Sentosa,0.148,60,1.259861438,103.818387670
Sentosa,0.1481,60,1.259813282,103.818421992
Sentosa,0.1482,60,1.259760050,103.818469006
Sentosa,0.1483,60,1.259723299,103.818511288
Sentosa,0.1484,60,1.259702300,103.818545885
Sentosa,0.1485,60,1.259702301,103.818664121
Sentosa,0.1486,60,1.259702301,103.818696029
Sentosa,0.1487,60,1.259702301,103.818696697
Sentosa,0.1488,60,1.259702301,103.818781686
Sentosa,0.1489,60,1.259575637,103.818922608
Sentosa,0.149,60,1.259575622,103.818922624
Sentosa,0.1491,60,1.259381471,103.819138629
Sentosa,0.1492,60,1.259353960,103.819194913
Sentosa,0.1493,60,1.259340486,103.819289924
Sentosa,0.1494,60,1.259348404,103.819489395
Sentosa,0.1495,60,1.259310418,103.819504634
Sentosa,0.1496,60,1.259335487,103.819558286
Sentosa,0.1497,60,1.258891107,103.819738434
Sentosa,0.1498,60,1.258916377,103.819800130
Sentosa,0.1499,60,1.258959101,103.819904439
Sentosa,0.15,60,1.259268942,103.819778557
Sentosa,0.1501,60,1.259285184,103.819822352
Sentosa,0.1502,60,1.258976453,103.819946802
Sentosa,0.1503,60,1.258983017,103.819962829
Sentosa,0.1504,60,1.259000017,103.820004332
Sentosa,0.1505,60,1.259044360,103.820112407
Sentosa,0.1506,60,1.259203874,103.820047233
Sentosa,0.1507,60,1.259216508,103.820088935
Sentosa,0.1508,60,1.259213084,103.820118150
Sentosa,0.1509,60,1.258916218,103.820529198
Sentosa,0.151,60,1.258874534,103.820568308
Sentosa,0.1511,60,1.258841441,103.820594056
Sentosa,0.1512,60,1.258798110,103.820625974
Sentosa,0.1513,60,1.258762997,103.820651212
Sentosa,0.1514,60,1.258715182,103.820681645
Sentosa,0.1515,60,1.258669610,103.820709110
Sentosa,0.1516,60,1.258620750,103.820737317
Sentosa,0.1517,60,1.258545292,103.820775916
Sentosa,0.1518,60,1.258478502,103.820806647
Sentosa,0.1519,60,1.258406034,103.820834110
Sentosa,0.152,60,1.258347461,103.820854152
Sentosa,0.1521,60,1.258293670,103.820871226
Sentosa,0.1522,60,1.258239133,103.820886071
Sentosa,0.1523,60,1.258192065,103.820897204
Sentosa,0.1524,60,1.258128114,103.820909527
Sentosa,0.1525,60,1.258078058,103.820916951
Sentosa,0.1526,60,1.258019785,103.820923631
Sentosa,0.1527,60,1.257950304,103.820927343
Sentosa,0.152800000,60,1.257864071,103.820963640
Sentosa,0.152900000,60,1.257889112,103.821020730
Sentosa,0.153000000,60,1.257824156,103.821051532
Sentosa,0.153100000,60,1.257749515,103.821189256
Sentosa,0.153200000,60,1.258037415,103.821372886
Sentosa,0.153300000,60,1.258073133,103.821330276
Sentosa,0.153400000,60,1.258110901,103.821289448
Sentosa,0.153500000,60,1.258150630,103.821250501
Sentosa,0.153600000,60,1.258197923,103.821278363
Sentosa,0.153700000,60,1.258199121,103.821257726
Sentosa,0.153800000,60,1.258204314,103.821239075
Sentosa,0.153900000,60,1.258215897,103.821221613
Sentosa,0.154000000,60,1.258229876,103.821206532
Sentosa,0.154100000,60,1.258244139,103.821196367
Sentosa,0.154200000,60,1.258261644,103.821188586
Sentosa,0.154300000,60,1.258283295,103.821183551
Sentosa,0.154400000,60,1.258306790,103.821183094
Sentosa,0.154500000,60,1.258327059,103.821188586
Sentosa,0.154600000,60,1.258341570,103.821196367
Sentosa,0.154700000,60,1.258352165,103.821205063
Sentosa,0.154800000,60,1.258362300,103.821215132
Sentosa,0.154900000,60,1.258371974,103.821226574
Sentosa,0.155000000,60,1.258379806,103.821239847
Sentosa,0.155100000,60,1.258384413,103.821256325
Sentosa,0.155200000,60,1.258386255,103.821271886
Sentosa,0.155300000,60,1.258385334,103.821289278
Sentosa,0.155400000,60,1.258381188,103.821308593
Sentosa,0.155500000,60,1.258372435,103.821324613
Sentosa,0.155600000,60,1.258359998,103.821338802
Sentosa,0.155700000,60,1.258348941,103.821347955
Sentosa,0.155800000,60,1.258339267,103.821353904
Sentosa,0.155900000,60,1.258345256,103.821387716
Sentosa,0.156000000,60,1.258322825,103.821445918
Sentosa,0.156100000,60,1.258279616,103.821534274
Sentosa,0.156200000,60,1.257668240,103.822900058
Sentosa,0.156300000,60,1.257616073,103.823016596
Sentosa,0.156400000,60,1.257624655,103.823042175
Sentosa,0.156500000,60,1.257643650,103.823071831
Sentosa,0.156600000,60,1.257668073,103.823096096
Sentosa,0.156700000,60,1.257700636,103.823125752
Sentosa,0.156800000,60,1.257749480,103.823147321
Sentosa,0.156900000,60,1.257790183,103.823158105
Sentosa,0.157000000,60,1.257844455,103.823155408
Sentosa,0.157100000,60,1.257912294,103.823152712
Sentosa,0.157200000,60,1.258001842,103.823139231
Sentosa,0.157300000,60,1.258064254,103.823128447
Sentosa,0.157400000,60,1.258123952,103.823125751
Sentosa,0.157500000,60,1.258197218,103.823120358
Sentosa,0.157600000,60,1.258256917,103.823123054
Sentosa,0.157700000,60,1.258319329,103.823128446
Sentosa,0.157800000,60,1.258385539,103.823139230
Sentosa,0.157900000,60,1.258641129,103.823201275
Sentosa,0.158000000,60,1.258641909,103.823201465
Sentosa,0.158100000,60,1.258507624,103.823466994
Sentosa,0.158200000,60,1.258506528,103.823466970
Sentosa,0.158300000,60,1.257829531,103.823451975
Sentosa,0.158400000,60,1.257453547,103.823303632
Sentosa,0.158500000,60,1.257571131,103.823057906
Sentosa,0.158600000,60,1.256502770,103.823515105
Sentosa,0.158700000,60,1.256502218,103.823516282
Sentosa,0.158800000,60,1.256463883,103.823626798
Sentosa,0.158900000,60,1.256484098,103.823621648
Sentosa,0.159000000,60,1.256487505,103.823598811
Sentosa,0.159100000,60,1.256568068,103.823593290
Sentosa,0.159200000,60,1.256573202,103.823574060
Sentosa,0.159300000,60,1.256574955,103.823565192
Sentosa,0.159400000,60,1.256574752,103.823533049
Sentosa,0.159500000,60,1.256560948,103.823533049
Sentosa,0.159600000,60,1.256506149,103.823507876
Sentosa,0.159700000,60,1.256506133,103.823507869
Sentosa,0.159800000,60,1.256502770,103.823515105
Sengkang,0.0001,21,1.401118731,103.887914266
Sengkang,0.0002,21,1.400882102,103.889960309
Sengkang,0.0003,21,1.400385461,103.893499218
Sengkang,0.0004,21,1.400235087,103.894423492
Sengkang,0.0005,21,1.400073074,103.895289165
Sengkang,0.0006,21,1.399924454,103.895970902
Sengkang,0.0007,21,1.399761445,103.896546995
Sengkang,0.0008,21,1.399186832,103.898577750
Sengkang,0.0009,21,1.398857134,103.899618025
Sengkang,0.001,21,1.398555562,103.900415682
Sengkang,0.0011,21,1.398383579,103.900839140
Sengkang,0.0012,21,1.398165524,103.901284466
Sengkang,0.0013,21,1.397777012,103.901970055
Sengkang,0.0014,21,1.396873353,103.903583093
Sengkang,0.0015,21,1.396281308,103.904476334
Sengkang,0.0016,21,1.395803178,103.905108959
Sengkang,0.0017,21,1.394742678,103.906399022
Sengkang,0.0018,21,1.393850542,103.907386728
Sengkang,0.0019,21,1.393825636,103.907410593
Sengkang,0.002,21,1.393533829,103.907690201
Sengkang,0.0021,21,1.392985435,103.908215640
Sengkang,0.0022,21,1.392415566,103.908692149
Sengkang,0.0023,21,1.391831988,103.909180136
Sengkang,0.0024,21,1.388946104,103.911670330
Sengkang,0.0025,21,1.388128448,103.912368854
Sengkang,0.0026,21,1.387145828,103.913208307
Sengkang,0.0027,21,1.385926694,103.914325506
Sengkang,0.0028,21,1.385897681,103.914349931
Sengkang,0.0029,21,1.383862278,103.916063453
Sengkang,0.003,21,1.383599398,103.916321476
Sengkang,0.0031,21,1.382894139,103.916966301
Sengkang,0.0032,21,1.382809580,103.917048013
Sengkang,0.0033,21,1.382365388,103.917498041
Sengkang,0.0034,21,1.382365233,103.917498197
Sengkang,0.0035,21,1.381674114,103.916815428
Sengkang,0.0036,21,1.381495024,103.916677018
Sengkang,0.0037,21,1.381315934,103.916533664
Sengkang,0.0038,21,1.380942827,103.916330987
Sengkang,0.0039,21,1.380758762,103.916212350
Sengkang,0.004,21,1.380544847,103.916064051
Sengkang,0.0041,21,1.380446929,103.915975181
Sengkang,0.0042,21,1.380228656,103.915796395
Sengkang,0.0043,21,1.380069220,103.915666032
Sengkang,0.0044,21,1.379943751,103.915531709
Sengkang,0.0045,21,1.379829609,103.915397316
Sengkang,0.0046,21,1.379805626,103.915365395
Sengkang,0.0047,21,1.379749632,103.915290858
Sengkang,0.0048,21,1.379606779,103.915094724
Sengkang,0.0049,21,1.379543877,103.915001295
Sengkang,0.005,21,1.379473508,103.914875891
Sengkang,0.0051,21,1.379311350,103.914586914
Sengkang,0.0052,21,1.379305386,103.914579354
Sengkang,0.0053,21,1.379152878,103.914343642
Sengkang,0.0054,21,1.378996860,103.914102503
Sengkang,0.0055,21,1.378631248,103.913534846
Sengkang,0.0056,21,1.378216716,103.912844637
Sengkang,0.0057,21,1.378191490,103.912810124
Sengkang,0.0058,21,1.377740040,103.912047502
Sengkang,0.0059,21,1.377230337,103.911321135
Sengkang,0.006,21,1.376779721,103.910766067
Sengkang,0.0061,21,1.375943380,103.910106699
Sengkang,0.0062,21,1.375913396,103.910083061
Sengkang,0.0063,21,1.375856469,103.910044966
Sengkang,0.0064,21,1.375861151,103.910041871
Sengkang,0.0065,21,1.375891956,103.910021513
Sengkang,0.0066,21,1.375902428,103.910015049
Sengkang,0.0067,21,1.376780436,103.909434190
Sengkang,0.0068,21,1.376899493,103.909356366
Sengkang,0.006900000,21,1.377032228,103.909269603
Sengkang,0.007000000,21,1.377724746,103.908816931
Sengkang,0.007100000,21,1.377837015,103.908739212
Sengkang,0.007200000,21,1.378152782,103.908520618
Sengkang,0.007300000,21,1.378694332,103.907935361
Sengkang,0.007400000,21,1.379086625,103.907422782
Sengkang,0.007500000,21,1.379799904,103.906304668
Sengkang,0.007600000,21,1.380114877,103.905669026
Sengkang,0.007700000,21,1.380352332,103.905061050
Sengkang,0.007800000,21,1.380414475,103.904744142
Sengkang,0.007900000,21,1.380417160,103.904730450
Sengkang,0.008000000,21,1.380434574,103.904195263
Sengkang,0.008100000,21,1.380348232,103.903527427
Sengkang,0.008200000,21,1.380344513,103.903502148
Sengkang,0.008300000,21,1.380291720,103.903143249
Sengkang,0.0084,21,1.380213038,103.902623023
Sengkang,0.0085,21,1.379971615,103.901026819
Sengkang,0.0086,21,1.379800174,103.899863688
Sengkang,0.0087,21,1.379769763,103.899633288
Sengkang,0.0088,21,1.379380132,103.897102091
Sengkang,0.0089,21,1.379380137,103.896899303
Sengkang,0.009,21,1.379384217,103.896870834
Sengkang,0.0091,21,1.379413680,103.896665256
Sengkang,0.0092,21,1.379588490,103.896167702
Sengkang,0.0093,21,1.379903661,103.895374156
Sengkang,0.0094,21,1.380004992,103.894848845
Sengkang,0.0095,21,1.380016233,103.894558249
Sengkang,0.0096,21,1.379993758,103.893462901
Sengkang,0.0097,21,1.380034859,103.892835797
Sengkang,0.0098,21,1.380053526,103.892306024
Sengkang,0.0099,21,1.380054666,103.891855930
Sengkang,0.01,21,1.380113247,103.891468211
Sengkang,0.0101,21,1.380219307,103.891113697
Sengkang,0.0102,21,1.380300176,103.890893899
Sengkang,0.0103,21,1.380439898,103.890649042
Sengkang,0.0104,21,1.380661864,103.890347006
Sengkang,0.0105,21,1.381015316,103.889922581
Sengkang,0.0106,21,1.381261905,103.889636867
Sengkang,0.0107,21,1.381820859,103.888967548
Sengkang,0.0108,21,1.382104363,103.888680292
Sengkang,0.0109,21,1.382111485,103.888671807
Sengkang,0.011,21,1.383760843,103.886706623
Sengkang,0.0111,21,1.384576134,103.885758469
Sengkang,0.0112,21,1.385591027,103.884544079
Sengkang,0.0113,21,1.386307471,103.883681321
Sengkang,0.0114,21,1.386636867,103.883237656
Sengkang,0.0115,21,1.386976122,103.882693428
Sengkang,0.0116,21,1.387739202,103.881516133
Sengkang,0.0117,21,1.387948238,103.881120202
Sengkang,0.0118,21,1.388080047,103.880872640
Sengkang,0.0119,21,1.388151269,103.880736897
Sengkang,0.012,21,1.388156537,103.880726857
Sengkang,0.0121,21,1.388226198,103.880594084
Sengkang,0.0122,21,1.388348401,103.880317915
Sengkang,0.0123,21,1.388445199,103.880077476
Sengkang,0.0124,21,1.388515928,103.879833282
Sengkang,0.0125,21,1.388588037,103.879514640
Sengkang,0.0126,21,1.388664055,103.878995967
Sengkang,0.0127,21,1.388664247,103.878994659
Sengkang,0.0128,21,1.388679547,103.878809574
Sengkang,0.0129,21,1.388694392,103.878428769
Sengkang,0.013,21,1.388679561,103.878089730
Sengkang,0.0131,21,1.388666562,103.877931951
Sengkang,0.0132,21,1.388628591,103.877732581
Sengkang,0.0133,21,1.388594329,103.877498597
Sengkang,0.0134,21,1.388478997,103.876975667
Sengkang,0.0135,21,1.388243168,103.876304677
Sengkang,0.0136,21,1.388099360,103.875943664
Sengkang,0.0137,21,1.387803439,103.875290731
Sengkang,0.0138,21,1.387602757,103.874754551
Sengkang,0.0139,21,1.387445069,103.874128229
Sengkang,0.014,21,1.387333276,103.873321334
Sengkang,0.0141,21,1.387335435,103.873109338
Sengkang,0.0142,21,1.387336674,103.872987639
Sengkang,0.0143,21,1.387350399,103.872764589
Sengkang,0.0144,21,1.387501311,103.871892197
Sengkang,0.0145,21,1.387718625,103.870859661
Sengkang,0.0146,21,1.388197543,103.868864791
Sengkang,0.0147,21,1.388209108,103.868822526
Sengkang,0.0148,21,1.388246615,103.868685411
Sengkang,0.0149,21,1.388323490,103.868418700
Sengkang,0.015,21,1.388374857,103.868236246
Sengkang,0.0151,21,1.388416652,103.868084981
Sengkang,0.0152,21,1.388456785,103.867938016
Sengkang,0.0153,21,1.388510803,103.867740821
Sengkang,0.0154,21,1.388554399,103.867587309
Sengkang,0.0155,21,1.388602127,103.867409366
Sengkang,0.0156,21,1.388649714,103.867238075
Sengkang,0.0157,21,1.388687834,103.867098867
Sengkang,0.0158,21,1.388728709,103.866967836
Sengkang,0.0159,21,1.388783257,103.866777345
Sengkang,0.016,21,1.388868186,103.866470551
Sengkang,0.0161,21,1.388897014,103.866360124
Sengkang,0.0162,21,1.388928385,103.866255120
Sengkang,0.0163,21,1.388959617,103.866138639
Sengkang,0.0164,21,1.388983499,103.866054064
Sengkang,0.0165,21,1.389084609,103.865696320
Sengkang,0.0166,21,1.389120574,103.865560937
Sengkang,0.0167,21,1.389189534,103.865312302
Sengkang,0.0168,21,1.389260050,103.865055998
Sengkang,0.0169,21,1.389331943,103.864794707
Sengkang,0.017,21,1.389403342,103.864535300
Sengkang,0.0171,21,1.389474917,103.864275256
Sengkang,0.0172,21,1.389547376,103.864012089
Sengkang,0.0173,21,1.389556208,103.863980586
Sengkang,0.0174,21,1.389874055,103.862805490
Sengkang,0.017500000,21,1.390078147,103.862092633
Sengkang,0.017600000,21,1.390163056,103.861786739
Sengkang,0.017700000,21,1.390493591,103.860595941
Sengkang,0.017800000,21,1.390791638,103.859522180
Sengkang,0.017900000,21,1.390849467,103.859265286
Sengkang,0.018000000,21,1.390866538,103.859189457
Sengkang,0.018100000,21,1.391109063,103.858112137
Sengkang,0.018200000,21,1.391112031,103.858111154
Sengkang,0.018300000,21,1.392797962,103.858057636
Sengkang,0.018400000,21,1.393168682,103.858045869
Sengkang,0.018500000,21,1.393319446,103.858024093
Sengkang,0.018600000,21,1.393448385,103.858005470
Sengkang,0.018700000,21,1.393534878,103.857992976
Sengkang,0.018800000,21,1.393592868,103.857984599
Sengkang,0.018900000,21,1.393792792,103.857955718
Sengkang,0.019000000,21,1.394736201,103.857819432
Sengkang,0.019100000,21,1.395300316,103.857718100
Sengkang,0.019200000,21,1.395604427,103.857663473
Sengkang,0.019300000,21,1.396164358,103.857492309
Sengkang,0.019400000,21,1.396291499,103.857395133
Sengkang,0.019500000,21,1.396295993,103.857392973
Sengkang,0.019600000,21,1.396537622,103.857207015
Sengkang,0.019700000,21,1.396953988,103.856750532
Sengkang,0.019800000,21,1.397284192,103.856251262
Sengkang,0.019900000,21,1.397563420,103.855533785
Sengkang,0.020000000,21,1.397700564,103.855181393
Sengkang,0.020100000,21,1.397636233,103.854041587
Sengkang,0.020200000,21,1.397629317,103.853919051
Sengkang,0.020300000,21,1.397614416,103.853655033
Sengkang,0.020400000,21,1.397606476,103.853634638
Sengkang,0.020500000,21,1.397140659,103.852490649
Sengkang,0.020600000,21,1.397087967,103.852387867
Sengkang,0.020700000,21,1.397750726,103.853304657
Sengkang,0.020800000,21,1.397945763,103.853574451
Sengkang,0.020900000,21,1.398771057,103.854770891
Sengkang,0.021000000,21,1.398905308,103.854937177
Sengkang,0.021100000,21,1.399054534,103.855090346
Sengkang,0.021200000,21,1.399217441,103.855229070
Sengkang,0.021300000,21,1.399392620,103.855352149
Sengkang,0.021400000,21,1.399578554,103.855458518
Sengkang,0.021500000,21,1.399773633,103.855547255
Sengkang,0.021600000,21,1.399779066,103.855549421
Sengkang,0.021700000,21,1.399784504,103.855551573
Sengkang,0.021800000,21,1.399789949,103.855553711
Sengkang,0.021900000,21,1.399795397,103.855555835
Sengkang,0.022000000,21,1.399800852,103.855557946
Sengkang,0.022100000,21,1.399806311,103.855560043
Sengkang,0.022200000,21,1.399811777,103.855562126
Sengkang,0.022300000,21,1.399817247,103.855564194
Sengkang,0.022400000,21,1.399822723,103.855566250
Sengkang,0.022500000,21,1.399828204,103.855568292
Sengkang,0.022600000,21,1.399833690,103.855570319
Sengkang,0.022700000,21,1.399839181,103.855572333
Sengkang,0.022800000,21,1.399844678,103.855574333
Sengkang,0.022900000,21,1.399850180,103.855576319
Sengkang,0.023000000,21,1.399855687,103.855578292
Sengkang,0.023100000,21,1.399861199,103.855580251
Sengkang,0.023200000,21,1.399866715,103.855582195
Sengkang,0.023300000,21,1.399872236,103.855584126
Sengkang,0.023400000,21,1.399877763,103.855586042
Sengkang,0.023500000,21,1.399883294,103.855587945
Sengkang,0.023600000,21,1.399998641,103.855624125
Sengkang,0.023700000,21,1.400115738,103.855654246
Sengkang,0.023800000,21,1.400234265,103.855678224
Sengkang,0.023900000,21,1.400240030,103.855679226
Sengkang,0.024000000,21,1.400245798,103.855680215
Sengkang,0.024100000,21,1.400251570,103.855681189
Sengkang,0.024200000,21,1.400257343,103.855682149
Sengkang,0.024300000,21,1.400332603,103.855693297
Sengkang,0.024400000,21,1.400408192,103.855701970
Sengkang,0.024500000,21,1.400484028,103.855708160
Sengkang,0.024600000,21,1.400489870,103.855708532
Sengkang,0.024700000,21,1.400495713,103.855708890
Sengkang,0.024800000,21,1.400501556,103.855709235
Sengkang,0.024900000,21,1.400545946,103.855711364
Sengkang,0.025000000,21,1.400590369,103.855712641
Sengkang,0.025100000,21,1.400634808,103.855713068
Sengkang,0.025200000,21,1.400634840,103.855713068
Sengkang,0.025300000,21,1.400635066,103.855713068
Sengkang,0.025400000,21,1.400641268,103.855713059
Sengkang,0.025500000,21,1.400647470,103.855713034
Sengkang,0.025600000,21,1.400653672,103.855712992
Sengkang,0.025700000,21,1.400659525,103.855712937
Sengkang,0.025800000,21,1.400665378,103.855712867
Sengkang,0.025900000,21,1.400671231,103.855712784
Sengkang,0.026000000,21,1.400677083,103.855712684
Sengkang,0.026100000,21,1.400682936,103.855712571
Sengkang,0.026200000,21,1.400688787,103.855712443
Sengkang,0.026300000,21,1.400694639,103.855712299
Sengkang,0.026400000,21,1.400700491,103.855712141
Sengkang,0.026500000,21,1.400706342,103.855711967
Sengkang,0.026600000,21,1.400712191,103.855711780
Sengkang,0.026700000,21,1.400718042,103.855711578
Sengkang,0.026800000,21,1.400723728,103.855711366
Sengkang,0.026900000,21,1.400723891,103.855711360
Sengkang,0.027000000,21,1.400729740,103.855711127
Sengkang,0.027100000,21,1.400735588,103.855710881
Sengkang,0.027200000,21,1.400741436,103.855710621
Sengkang,0.027300000,21,1.400747282,103.855710344
Sengkang,0.027400000,21,1.400753128,103.855710053
Sengkang,0.027500000,21,1.400758974,103.855709748
Sengkang,0.027600000,21,1.400764819,103.855709428
Sengkang,0.027700000,21,1.400770663,103.855709093
Sengkang,0.027800000,21,1.400801814,103.855707057
Sengkang,0.027900000,21,1.400832934,103.855704602
Sengkang,0.028000000,21,1.400864018,103.855701728
Sengkang,0.028100000,21,1.400889243,103.855699086
Sengkang,0.028200000,21,1.400914438,103.855696169
Sengkang,0.028300000,21,1.400939598,103.855692975
Sengkang,0.028400000,21,1.400955064,103.855690874
Sengkang,0.028500000,21,1.400970514,103.855688668
Sengkang,0.028600000,21,1.400985949,103.855686358
Sengkang,0.028700000,21,1.400997516,103.855684557
Sengkang,0.028800000,21,1.401076284,103.855670703
Sengkang,0.028900000,21,1.401154522,103.855654140
Sengkang,0.029000000,21,1.401232133,103.855634889
Sengkang,0.029100000,21,1.401107352,103.855800856
Sengkang,0.029200000,21,1.400992597,103.855973818
Sengkang,0.029300000,21,1.400888265,103.856153179
Sengkang,0.029400000,21,1.400756534,103.856422636
Sengkang,0.029500000,21,1.400648303,103.856702232
Sengkang,0.029600000,21,1.400564350,103.856989948
Sengkang,0.029700000,21,1.400505283,103.857283706
Sengkang,0.029800000,21,1.400471529,103.857581387
Sengkang,0.029900000,21,1.400463330,103.857880841
Sengkang,0.030000000,21,1.400704677,103.858760163
Sengkang,0.030100000,21,1.400727021,103.858919121
Sengkang,0.030200000,21,1.400784952,103.859634414
Sengkang,0.030300000,21,1.400874523,103.860740357
Sengkang,0.030400000,21,1.400874524,103.860740376
Sengkang,0.030500000,21,1.400893225,103.860971255
Sengkang,0.030600000,21,1.400891564,103.861098498
Sengkang,0.030700000,21,1.400884845,103.861613460
Sengkang,0.030800000,21,1.400887982,103.862131726
Sengkang,0.030900000,21,1.400888720,103.862253600
Sengkang,0.031000000,21,1.400897430,103.863692591
Sengkang,0.031100000,21,1.400949371,103.865576121
Sengkang,0.031200000,21,1.400956249,103.865831750
Sengkang,0.031300000,21,1.400956257,103.865832015
Sengkang,0.031400000,21,1.400960781,103.866000159
Sengkang,0.031500000,21,1.400963364,103.866096144
Sengkang,0.031600000,21,1.400962749,103.866095494
Sengkang,0.031700000,21,1.401022033,103.868276484
Sengkang,0.031800000,21,1.401032274,103.868919967
Sengkang,0.031900000,21,1.401083092,103.872113309
Sengkang,0.032000000,21,1.401087745,103.872220045
Sengkang,0.032100000,21,1.401282537,103.876689551
Sengkang,0.032200000,21,1.401374784,103.878232943
Sengkang,0.032300000,21,1.401398229,103.881292476
Sengkang,0.032400000,21,1.401405463,103.882236593
Sengkang,0.032500000,21,1.401271814,103.886011604
Sengkang,0.032600000,21,1.401207807,103.886807154
Sengkang,0.032700000,21,1.401206727,103.886820578
Sengkang,0.032800000,21,1.401118731,103.887914266
Sembawang,0.0001,18,1.470772633,103.817322034
Sembawang,0.0002,18,1.470696260,103.817321683
Sembawang,0.0003,18,1.470678964,103.817480977
Sembawang,0.0004,18,1.470682877,103.817593302
Sembawang,0.0005,18,1.470652722,103.817665843
Sembawang,0.0006,18,1.470624071,103.817667193
Sembawang,0.0007,18,1.470623746,103.817688699
Sembawang,0.0008,18,1.470613593,103.817787424
Sembawang,0.0009,18,1.470647649,103.817787341
Sembawang,0.001,18,1.470647768,103.817840146
Sembawang,0.0011,18,1.470607461,103.817840086
Sembawang,0.0012,18,1.470590621,103.817981913
Sembawang,0.0013,18,1.470584392,103.818019997
Sembawang,0.0014,18,1.470580938,103.818033315
Sembawang,0.0015,18,1.470577791,103.818045446
Sembawang,0.0016,18,1.470567264,103.818090978
Sembawang,0.0017,18,1.470560717,103.818124452
Sembawang,0.0018,18,1.470555951,103.818184056
Sembawang,0.0019,18,1.470515111,103.818339642
Sembawang,0.002,18,1.470493913,103.818411630
Sembawang,0.0021,18,1.470484490,103.818462716
Sembawang,0.0022,18,1.470437365,103.818606682
Sembawang,0.0023,18,1.470409927,103.818669468
Sembawang,0.0024,18,1.470407214,103.818668345
Sembawang,0.0025,18,1.470399219,103.818688456
